Region,Enterprise Type,Accreditation No,Enterprise Name,Province,Municipality,Business Address,Contact Numbers,Business Website,Accreditation Validity
Region 3,Resort,DOT-R03-RES-01310-2023,Puffer Isle Resort,Aurora,Dingalan,"Sitio Tabi, Barangay Umiray, Dingalan, Aurora",9288112269,https://m.facebook.com/100075869922610/,"October 31, 2025"
Region 3,Resort,DOT-R03-RES-00649-2022,WHITE PLAINS COTTAGES RESORT,Aurora,Dipaculao,baler-casiguran road,9288034499,https://www.facebook.com/whiteplainscottages/,"October 31, 2025"
Region 3,Resort,DOT-R03-RES-00441-2021,DIANAO BEACH RESORT,AURORA,Dilasag,"DILASAG-CASIGURAN ROAD, BARANGAY DINIOG, DILASAG, AURORA",0917 888 1502,https://www.dianao-beachresort.com/,"October 31, 2026"
Region 3,Resort,DOT-R03-RES-00282-2021,COASTAL COVE RESORT,AURORA,Dingalan,"BRGY. BUTAS NA BATO, DINGALAN AURORA",0917 8538035,ccr.dingalan@gmail.com,"October 31, 2026"
Region 3,Resort,DOT-R03-RES-00183-2021,COSTA PACIFICA,AURORA,Baler,"80 Buton St., Brgy. Sabang Baler, Aurora",9190745747,hrmanager@costapacificabaler.com,"October 31, 2026"
Region 3,Resort,DOT-R03-RES-01515-2023,Camaya Coast,Bataan,Mariveles,"Sitio Wain, Upper Biaan",9564386621,https://camayacoast.com/,"October 31, 2025"
Region 3,Resort,DOT-R03-RES-00167-2021,Bataan White Corals Beach Resort,Bataan,Morong,"Sitio Panibatuhan, BRGY. POBLACION, MORONG, BATAAN",9178402648,https://www.bataanwhitecorals.ph,"October 31, 2026"
Region 3,Resort,DOT-R03-RES-00035-2020,Camayan Beach Resort & Hotel,Bataan,Morong,"Camayan Wharf, West Ilanin Forest Area, Subic Bay Freeport Zone",(047) 252 8000,https://www.camayanbeachresort.ph/,"October 31, 2025"
Region 3,Resort,DOT-R03-RES-00143-2021,Puesta Del Sol Villas,Bataan,Morong,The Strands Subdivision Barrio Nagbalayong Morong Bataan,0956-790-8130,https://www.facebook.com/PuestaDelSolVillas/,"October 31, 2025"
Region 3,Resort,DOT-R03-RES-00028-2020,The Waterfront Beach Resort,Bataan,Morong,"Sitio Dila-Dila, Nagbalayong, Morong, Bataan",9171379848,https://thewaterfrontbeachresort.com,"October 31, 2026"
Region 3,Resort,DOT-R03-RES-00132-2021(M),LA JOLLA LUXURY BEACH RESORT,Bataan,Bagac,"SITIO LOOC, KM 154, BRGY. BANAWANG, BAGAC, BATAAN",0977 3186071,https://lajollaph.com/,"October 31, 2025"
Region 3,Resort,DOT-R03-RES-00198-2021,MONTEMAR BEACH CLUB INC,Bataan,Bagac,"BONIFACIO TABING ILOG, BRGY. PAG-ASA (WAWA-SIBACAN), BAGAC, BATAAN",0998 8469744/0917 3244795,https://www.montemar.com.ph/,"October 31, 2025"
Region 3,Resort,DOT-R03-RES-02282-2024,RANCHO BERNARDO LUXURY VILLAS & RESORT,Bataan,Bagac,"SITIO KAKIPUTAN BRGY. IBIS, BAGAC, BATAAN",0917 6263695,goldenluckcorporation@gmail.com,"October 31, 2026"
Region 3,Resort,DOT-R03-RES-00542-2022,MORONGSTAR HOTEL AND RESORT,Bataan,Morong,"SITIO PANIBATUHAN, BRGY. POBLACION, MORONG, BATAAN",0977 8272552,reservations@morongstarhotel.com,"October 31, 2026"
Region 3,Resort,DOT-R03-RES-00498-2021,LAS CASAS FILIPINAS DE ACUZAR,Bataan,Bagac,"BARANGAY IBABA, BAGAC, BATAAN",09171588132/09175232054,finance@lascasasfilipinas.com,"October 31, 2026"
Region 3,Resort,DOT-R03-RES-02471-2025,BAYANDATI RESORT,Bataan,Morong,"STRAND, BRGY. NAGBALAYONG, MORONG, BATAAN",0998 5618181,sales@bayandatiresort.ph,"October 31, 2026"
Region 3,Resort,DOT-R03-RES-00439-2021,ALL HANDS BEACH,Bataan,Morong,"ALL HANDS BEACH, SAN BERNARDINO ROAD, AIRPORT AREA, SUBIC BAY FREEPORT ZONE, BRGY. MABAYO, MORONG, BATAAN",047-250-2270/250-2932,allhandsbeach@yahoo.com,"October 31, 2026"
Region 3,Resort,DOT-R03-RES-00590-2022,8 WAVES WATERPARK AND HOTEL,Bulacan,San Rafael,"DRT HI-WAY, BRGY. ULINGAO, SAN RAFAEL, BULACAN",(044)892-9582/766-6855/766-5268,https://www.8waveswaterpark.com/,"October 31, 2026"
Region 3,Resort,DOT-R03-RES-01373-2023,"DJ PARADISE RESORT, INC.",Bulacan,Malolos City,DJ Paradise Resort Mc Arthur Highway,(044)791-5129,http://www.djparadise.com.ph,"October 31, 2025"
Region 3,Resort,DOT-R03-RES-01010-2022,GROTTO VISTA RESORT,Bulacan,San Jose Del Monte City,GROTTO VISTA RESORT,044-8150944/09178390327,https://www.grottovistaresort.com/,"October 31, 2026"
Region 3,Resort,DOT-RO3-RES-00033-2020,KLIR WATERPARK RESORT & HOTELS,Bulacan,Guiguinto,"KABILANG BAKOOD, BRGY. SANTA RITA, GUIGUINTO, BULACAN",0925-500-5547,https://klirwaterparkresort.com.ph/,"October 31, 2026"
Region 3,Resort,DOT-R03-RES-01233-2023,Villa Leonora Resort and Event Venue Inc.,Bulacan,San Jose Del Monte City,Igay Rd Sto Cristo,9361869579,https://www.facebook.com/villaleonoraresort/,"October 31, 2025"
Region 3,Resort,DOT-R03-RES-00407-2021,HIGHLAND BALI VILLAS,Nueva Ecija,Pantabangan,"PUROK 1, POBLACION WEST PANTABANGAN NUEVA ECIJA",,https://www.highlandbalivillasresort.com/,"October 31, 2026"
Region 3,Resort,DOT-R03-RES-00146-2021,CRYSTAL WAVES HOTEL AND RESORT,Nueva Ecija,Talavera,"CRYSTAL WAVES HOTEL AND RESORT MAHARLIKA HIGHWAY, BRGY. DINARAYAT, TALAVERA, NUEVA ECIJA",0977 427 0879,janmara.corteza@crystalwaves.com.ph,"October 31, 2026"
Region 3,Resort,DOT-R03-RES-00551-2022,FONTANA LEISURE PARKS,Pampanga,Clark,"CLARO M. RECTO HIGHWAY, CLARK FREEPORT ZONE",0917 553 7508,https://fontana.com.ph/,"October 31, 2026"
Region 3,Resort,DOT-R03-RES-00113-2021,Hilton Clark Sun Valley Resort,Pampanga,Clark,"MABALACAT CTIY, CLARK FREEPORT ZONE",045 598 5400,https://www.hilton.com/en/hotels/crkpphi-hilton-clark-sun-valley-resort/,"October 31, 2026"
Region 3,Resort,DOT-R03-RES-00690-2022,PALM CABANAS RESORT,Pampanga,Arayat,558 MAGALANG-ARAYAT ROAD,9277777794,https://www.facebook.com/palmcabanasresort/,"October 31, 2026"
Region 3,Resort,DOT-R03-RES-00449-2021,Wild Orchid Resort Inc.,Pampanga,Angeles City,"A. Santos Cor. Johny's St., Balibago, Angeles City",9399133697,josephine_lim1970@yahoo.com,"October 31, 2026"
Region 3,Resort,DOT-R03-RES-00100-2021,Haya Nature Resort,Zambales,Botolan,"Lot 7409, CAD. 614-D",9989617487,https://www.hayaresort.com/,"October 31, 2025"
Region 3,Resort,DOT-R03-RES-01191-2023,Sundowners Beach Villas,Zambales,Botolan,Purok 5,09171333007/ 09687230003,https://www.sundowners.ph/,"October 31, 2026"
Region 3,Resort,DOT-R03-RES-00240-2021,Golden Sunset Beach Resort,Zambales,Cabangan,"Purok1 Brgy. Laoag, Cabangan, Zambales",09189272240/09984520403,https://goldensunsetzambales.com/,"October 31, 2025"
Region 3,Resort,DOT-R03-RES-00038-2023(M),THE PENTA BEACH RESORT,Zambales,San Narciso,"PUROK 3, BACTAD STRT., BRGY. LA PAZ, SAN NARCISO, ZAMBALES",,https://www.thepentabeachresort.com/,"October 31, 2025"
Region 3,Resort,DOT-RO3-RES-00106-2021,CRYSTAL BEACH RESORT (CRYSTALBEACH D'LEGACY PINES BEACH RESORT),Zambales,San Narciso,"PUROK 1B, BRGY. LA PAZ, SAN NARCISO, ZAMBALES",0915 008 7625,https://www.crystalbeachresortzambales.com/,"October 31, 2026"
Region 3,Resort,DOT-R03-RES-00258-2021,DAWAL BEACH RESORT,Zambales,Candelaria,BARRERA ST.,9164555370,https://www.dawal.com.ph,"October 31, 2025"
Region 3,Resort,DOT-R03-RES-00099-2021(M),C&J SUNSET VIEW RESORT,Zambales,Botolan,"NATIONAL HWY., BRGY. BINUCLUTAN, BOTOLAN, ZAMBALES",0939 2524696,https://cjsunsetview.com/,"October 31, 2025"
Region 3,Resort,DOT-R03-RES-00482-2021,Funtasea Hotel and Beach Resort Corporation,Zambales,Iba,"Purok 5 Special, Lipay-dingin-Panibuatan, Iba, Zambales",9198646259,https://funtaseabeachresort.com/,"October 31, 2025"
Region 3,Resort,DOT-R03-RES-00382-2022(M),WHITEROCK BEACH HOTEL + WATERPARK INC.,Zambales,Subic,"PUROK 3, MATAIN, SUBIC, ZAMBALES",0917 8630844,https://www.whiterock.com.ph/,"October 31, 2025"
Region 3,Resort,DOT-RO3-RES-00264-2021(M),CABO DE ROCA VILLAS,Zambales,San Antonio,"PUROK 5, BRGY. PUNDAQUIT, SAN ANTONIO, ZAMBALES",0917 6896000,https://www.caboderoca.com/,"October 31, 2025"
Region 3,Resort,DOT-RO3-RES-00260-2021(M),MONTY'S RIVERSIDE VIEW RESORT,Zambales,San Antonio,"PUROK 7, CAARUSIPAN, BRGY. SAN MIGUEL, SAN ANTONIO, ZAMBALES",0921 9867458,https://www.montys.ph/,"October 31, 2025"
Region 3,Resort,DOT-R03-RES-00259-2021,BAKASYUNAN RESORT & CONFERENCE CENTER,Zambales,Iba,"SITIO LAWAK, BARANGAY AMUNGAN, IBA, ZAMBALES",0967 4002715,https://bakasyunanresorts.com/zambales-home/,"October 31, 2026"
Region 3,Resort,DOT-R03-RES-00382-2021(M),JJB AQUAFARM RESORT,Zambales,Castillejos,"PUROK 3, TOLENTINO STRT., BRGY. BALAYBAY, CASTILLEJOS, ZAMBALES",0910 9449108,https://www.facebook.com/JJBAquafarmResortBalaybayCastillejosZambalesPhils/,"October 31, 2025"
Region 3,Resort,DOT-R03-RES-00140-2021,MOONBAY MARINA LEISURE RESORT,Zambales,Olongapo City,"Blk. 5 Lot 1 Waterfront Road extention, Subic Bay Freeport Zone",047-252-1663,https://www.facebook.com/moonbayvillas/,"October 31, 2025"
Region 3,Resort,DOT-R03-RES-01403-2023,Wild Orchid Beach Resort,Zambales,Olongapo City,"Baloy Long Beach, Bario Barreto",9258262806,http://www.wildorchidsubic.com/en/,"October 31, 2025"
Region 3,Resort,DOT-R03-RES-00149-2021,ACEA SUBIC BEACH RESORT,Zambales,Subic Bay,"SAN BERNARDINO ROAD, SUBIC BAY FREEPORT ZONE, ZAMBALES",9297698285,https://www.acea.ph/,"October 31, 2026"
Region 3,Resort,DOT-R03-RES-00284-2021,Kwentong Dagat sa Liwa Beach Resort,Zambales,San Felipe,Sitio Liwliwa Brgy Sto.Nino,9190050073,https://www.kwentongdagat.com/,"October 31, 2025"
Region 3,Resort,DOT-RO3-RES-02046-2024,BY THE SEA RESORT HOTEL,Zambales,Olongapo City,"#99 NATIONAL HIGHWAY, BARRETTO, OLONGAPO CITY, ZAMBALES",047 222 4560 / 232 8456 / 0935 8775374 / 0908 8147343,https://www.bythesea.com.ph,"October 31, 2026"
Region 3,Resort,DOT-R03-RES-00474-2021,CENTRAL PARK REEF RESORT,Zambales,Olongapo City,"888 NATIONAL HIGHWAY, BRGY. BARRETO, OLONGAPO CITY, ZAMBALES",0929 1288198,guybrecken@cpsubic.com,"October 31, 2026"
