Region,Enterprise Type,Accreditation No,Enterprise Name,Province,Municipality,Business Address,Contact Numbers,Business Website,Accreditation Validity
Region 8,Travel and Tour Agency,DOT-R08-TTA-00675-2024,Arco Travel and Tours,Leyte,Ormoc City,2F ALICE MAR BUILDING BONIFACIO ST.,538321027,fchiamae@yahoo.com,"June 30, 2026"
,,,,,,ORMOC CITY,,,
Region 8,Travel and Tour Agency,DOT-R08-TTA-00655-2024,Lorraine Travel and Tours,Leyte,Ormoc City,"BRGY 3 POBLACION 2ND FLR JE TAN BLDG. AVILES ST., COR. RIZAL ST.,Ormoc City",09454329805/09228506960/0535612163,lorrainetravelandtours23@gmail.com,"June 30, 2026"
Region 8,Travel and Tour Agency,DOT-R08-TTA-00324-2023,AMKOR TRAVEL AND TOURS INC.,Leyte,Ormoc City,UNIT 315 3RD FLOOR ROBINSONS PLACE ORMOC,9178272008,https://amkortravel.com.ph/,"June 30, 2026"
Region 8,Travel and Tour Agency,DOT-R08-TTA-00681-2024,RDC LUXESCAPES TRAVEL & TOURS SERVICE,Leyte,Ormoc City,Linao Purok 3 Ormoc City,9691227182,manager.luxescapestt24@gmail.com,"June 30, 2026"
Region 8,Travel and Tour Agency,DOT-RO8-TTA-00375-2023,Dericks Travel and Tours,Leyte,Palompon,Pinagdait Pob. (Ypil I) UNIT 2 G/F SALUDAGA BLDNG. ARELLANO ST,9356111446,ricky.porlares@gmail.com,"June 30, 2026"
,,,,,,"Palompon , Leyte",,,
Region 8,Travel and Tour Agency,DOT-RO8-TTA-00855-2025,Travelink Travel and Tours,Western Samar,Basey,"Brgy. Sulod,Corner Katipunan and Trece Martires St. Basey, Samar",9257791594,travelink.basey@gmail.com,"June 30, 2026"
Region 8,Travel and Tour Agency,DOT-RO8-TTA-00732-2024,Horizon Express Travel and Tours Inc,Western Samar,Calbayog City,"262 Maharlika Highway, Brgy. Obrero , Calbayog City, Western Samar",9171541138,info@horizonexpress.ph,"June 30, 2026"
Region 8,Travel and Tour Agency,DOT-RO8-TTA-00820-2025,Zonta Travel and Tours Event Planning,,,Zone VI Bagares Street Sogod Southern Leyte,9155541677,zontatravel@yahoo.com,"June 30, 2026"
,,,,,,,,zontatours@gmail.com,
Region 8,Travel and Tour Agency,DOT-RO8-TTA-00359-2023,WeWander Travel and Tours,Leyte,Tanauan,"Brgy. San Roque 1133 Don Lorenzo Street Tanauan, Leyte",9278371482,wewander19@gmail.com,"June 30, 2025"
Region 8,Travel and Tour Agency,DOT-RO8-TTA-00358-2023,Triple J Travel and Tours,Leyte,Tolosa,Brgy. San Roque Main Road Infront of Gym Tolosa Leyte,09391079951 / 09215959958 / 09459942281,triple.j.travelandtours2023@gmail.com,"June 30, 2025"
Region 8,Travel and Tour Agency,DOT-R08-TTA-00323-2023,Marsdenisse Travel and Tours,Leyte,Tunga,Brgy. 96 Calanipawan Tacloban City,9293280762,marsdenissetravellers@gmail.com,"June 30, 2025"
Region 8,Travel and Tour Agency,DOT-RO8-TTA-00314-2023,IM Travel and Tours- Ormoc Branch,Leyte,Ormoc City,"3RD LEVEL SM CENTER, REAL STREET, ORMOC CITY",9176330500,info@imtravel.oneshoppe.ph,"June 30, 2024"
Region 8,Travel and Tour Agency,DOT-R08-TTA-00332-2023,Piña Travel and Tours,Leyte,Ormoc City,"Brgy. 2 Pob. Stall #9, Pasalubong Center Terminal 1 bldg,",09202537888/ 09458859548,pinatraveltours@gmail.com,"June 30, 2025"
,,,,,,"Ebony Street District 2, Ormoc City",,,
Region 8,Travel and Tour Agency,DOT-R08-TTA-00266-2022,Budgetmate Travel and Tours,Eastern Samar,Borongan City,"Brgy. Bato, Borongan City",0917 307 9654,budgetmateborongan@gmail.com,"June 30, 2026"
Region 8,Travel and Tour Agency,DOT-R08-TTA-00348-2023,Pashada Travel & Tours,Eastern Samar,Borongan City,"Brgy. Alang-alang, Borongan City, Eastern Samar",0917 854 1507 / (055) 560 9847/ 09157327319,pashadatravel@gmail.com,"June 30, 2025"
Region 8,Travel and Tour Agency,DOT-R08-TTA-00022-2021,PYB Travel and Tours Inc.,Northern Samar,Lavezares,"Brgy. Libas, Lavezares, Northern Samar",9286424953,sales@pybtt.com,"June 30, 2026"
Region 8,Travel Agency,DOT-R08-TRA-00331-2023,AMT Travel Services,Leyte,Carigara,"Brgy. Balilit Carigara, Leyte",9214533744,amt.travel.ph@gmail.com,"June 30, 2025"
Region 8,Travel Agency,DOT-RO8-TRA-00261-2022,Diano Travel Agency,Leyte,Palompon,Brgy. Central I Poblacion Evanglista St. Palompon Leyte,535559214,pett16@outlook.com,"June 30, 2026"
Region 8,Travel Agency,DOT-RO8-TRA-00741-2024,A88 Travel and Tours,Western Samar,Catbalogan City,"Execurive Heights Brgy. Guinsorongan, Catbalogan City",9177114233,a88travelandtours@gmail.com,"June 30, 2026"
Region 8,Land Transport Operator,DOT-RO8-TTO-00326-2023,Southwest Leyte Van Operators Transport Cooperative (SWELVOTCO),Leyte,Hindang,"Juan Luna St., Hindang, Leyte",0927-402-8661 / 0955-139-6021,swelvotco2020@yahoo.com,"April 30, 2025"
Region 8,Land Transport Operator,DOT-RO8-TTO-00365-2023,JABAMMA Transport Cooperative,Leyte,Javier,"Brgy. Odiong, Javier, Leyte",0929-285-2507/09176259281,jtctranscoop@gmail.com/ mheanimpuesto@yahoo.com.ph,"April 30, 2025"
Region 8,Land Transport Operator,DOT-RO8-TTO-00216-2022,People's Transport Cooperative (PETCO),Leyte,Ormoc City,"Brgy. Bagong Buhay, Ormoc City, leyte",09178213703 / 09272609076,petcoormoc@gmail.com,"April 30, 2027"
Region 8,Land Transport Operator,DOT-RO8-TTO-00744-2024,Ferrol Rent A Car,Leyte,Tacloban City,Brgy.88 DZR Airport San Jose Tacloban City,0927 493 7382,123ferrolrentacar@gmail.com,"April 30, 2026"
,,,,,,,,info@ferrolrentacar.com,
Region 8,Land Transport Operator,DOT-R08-TTO-00330-2023,HRL Ventures Inc. (Haven's Tourist Transport),Leyte,Tacloban City,"DZR Airport, San Jose, Tacloban City",0926 649 8009,havens_rentacar@yahoo.com/ havenstourist@gmail.com,"April 30, 2025"
Region 8,Land Transport Operator,DOT-RO8-TTO-00674-2024,Van-Vans Tours,Leyte,Tacloban City,"Brgy. 20, Cor. Salazar & Burgos Sts. Tacloban City",523-1274,vanvantours@yahoo.com,"April 30, 2026"
Region 8,Land Transport Operator,DOT-RO8-TTO-00723-2024,Tacloban Airport Transport Cooperative (TATSCO),Leyte,Tacloban City,"Brgy. 88, Alimasag, San Jose, Tacloban City",0915-448-3455/ 09774506199,tatscoph@gmail.com,"April 30, 2026"
Region 8,Land Transport Operator,DOT-RO8-TTO-00377-2023,United Leymar Transport Cooperative,Leyte,Tacloban City,"Brgy. 82 Marasbaras, Tacloban City",0966-802-8532/09071173916/9176321352,unitedleymartransco@yahoo.com/unitedleymar2018@gmail.com,"April 30, 2025"
Region 8,Land Transport Operator,DOT-RO8-TTO-00374-2023,Lenards Rent A Car and Tours Company,Leyte,Tacloban City,Barangay 59-B Kalipayan St. Sagkahan Tacloban City,9266854632,raffybasas1@gmail.com,"April 30, 2025"
Region 8,Land Transport Operator,DOT-RO8-TTO-00082-2021,R8 Tourist Transport Cooperative (R8TTC),Leyte,Tacloban City,"Brgy. 71, Naga-naga, Tacloban City",0905 155 9587/0917 105 5952,r8ttcoop@gmail.com,"April 30, 2025"
Region 8,Land Transport Operator,DOT-R08-TTO-00777-2025,Jill's Shuttle Service,Leyte,Palo,"Maharlika Highway, Pawing, Palo, Leyte",9958891127,jillshuttle_service@yahoo.com.ph/,"April 30, 2026"
,,,,,,,,jillsshuttleservices22@gmail.com,
Region 8,Land Transport Operator,DOT-R08-TTO-00666-2024,PACIFIC EIGHT TRANSPORT CORPORATION,Leyte,Palo,Cavite West (Pob.) SECOND FLOOR BUILDING PALO PUBLIC MARKET,9639174821,pacificeighttranscoop@gmail.com,"April 30, 2026"
Region 8,Land Transport Operator,DOT-RO8-TTO-00381-2023,VS Grand Tours Corporation,Samar,Catbalogan City,San Bartolome Street Brgy. Poblacion Catbalogan City,9985372081,vsgrandtours2023@gmail.com,"April 30, 2025"
Region 8,Land Transport Operator,DOT-RO8-TTO-00344-2023,Borongan Transport Corporation,Eastern Samar,Borongan City,"Brgy. Taboc, Borongan City, Eastern Samar",09173579328/ 09166166314/ 09158607787/ 09754601624,lopezjacalb@yahoo.com / borotranscorp@gmail.com,"April 30, 2026"
Region 8,Hotel,DOT-R08-HTL-00362-2023,Pongos Hotel,Leyte,Ormoc City,"Brgy. Bantigue, Ormoc City, Leyte",(053) 255 - 3540/9393043517,newpongoshotel@yahoo.com,31-Oct-25
Region 8,Hotel,DOT-R08-HTL-00724-2024,Sabin Resort Hotel,Leyte,Ormoc City,"Brgy. Bantigue, Ormoc City, Leyte",917-6339534; 0920-9815613; (053)561-4499,sabinresorthotel@yahoo.com,31-Oct-26
Region 8,Hotel,DOT-RO8-HTL-00771-2024,Carlosta Hotel,Leyte,Ormoc City,"Combado, Brgy. Cogon Ormoc City",9273509500,thecarlostareservation@gmail.com,31-Oct-26
Region 8,Hotel,DOT-RO8-HTL-00276-2022,Ironwood Hotel,Leyte,Tacloban City,"Brgy. 34 Burgos St. Corner Juan Luna St., Tacloban City",(053) 321-9999 / 0998-857-1857,,31-Oct-25
Region 8,Hotel,DOT-R08-HTL-000647-2024,Go Hotels Tacloban,Leyte,Tacloban City,"Robinsons Place Tacloban, Brgy. 77, Marasbaras, Tacloban City",(053) 523 0393/ 09988401720,"""GoHotels_TAC_DOT@rob",31-Oct-26
,,,,,,,,"Jennifer.Cellona@robinsonslinsonsland.comand.com""",
Region 8,Hotel,DOT-R08-HTL-00032-2021,Hotel Costa Brava,Leyte,Tacloban City,"Brgy. 88, Airport Road, San Jose Tacloban City",09338279248/ 0919 060 7784,hotelcostabravaph@gmail.com,31-Oct-25
Region 8,Hotel,DOT-R08-HTL-00019-2021,Summit Hotel Tacloban,Leyte,Tacloban City,"Robinsons Place Tacloban, Brgy. 77, Marasbaras, Tacloban City",(053) 832 - 9949/ 09988407356,sht_dms.rlc@robinsonsland.com / www.summithotels.ph,31-Oct-25
Region 8,Hotel,DOT-R08-HTL-00680-2024,L' ASUNCION HOTEL,Leyte,Baybay City,"R. MAGSAYSAY AVE., POBLACION ZONE 14, BAYBAY CITY, LEYTE",9171558937,asuncionhotel@gmail.com,31-Oct-26
Region 8,Hotel,DOT-RO8-HTL-00745-2024,Red Iron Hotel,Samar,Calbayog City,"Maharlika Highway, JPR Subdivision, Brgy Obrero Calbayog City",9273509199,redironhotel.gen@yahoo.com,31-Oct-26
Region 8,Hotel,DOT-R08-HTL-00378-2023,Hotel Doña Vicenta,Eastern Samar,Borongan City,"Real St., Brgy. Songco, Borongan City, E. Samar",(055) 560 9394 / 0917 707 7691,hoteldonavicenta@yahoo.com,31-Oct-25
Region 8,Hotel,DOT-R08-HTL-00391-2023,Borobay Hotel,Eastern Samar,Borongan City,"Brgy. Songco, Borongan City, Eastern Samar",9175335618,borobayhotel@yahoo.com,31-Oct-25
Region 8,Hotel,DOT-R08-HTL-00664-2024,WEST PRIME HOTEL & RESTAURANT,Western Samar,Calbayog City,"Maharlika Highway, Brgy. Capoocan, Calbayog City",9062784921,westprimehotel@gmail.com,31-Oct-26
Region 8,Hotel,DOT-R08-HTL-00328-2023,Villa Romana Hotel and Restaurant,Southern Leyte,Maasin CIty,Brgy. Abgao (Pob.) Tomas Oppus Maasin City,9173237610,villaromanamaasin@gmail.com,31-Oct-25
Region 8,Resort,DOT-RO8-RES-00188-2022,Baybayon ni Agalon,Leyte,Albuera,"Malitbog, Poblacion Albuera Leyte",0917-705-0691,agalonresorthotel@gmail.com,31-Oct-26
Region 8,Resort,DOT-R08-RES-00069-2021,ZOREX GARDEN RESORT,Leyte,Ormoc City,"Brgy. San Isidro Sitio Haubon, Ormoc",9179517881,zorexgardenresort@yahoo.com,31-Oct-26
Region 8,Resort,DOT-R08-RES-00659-2024,Peter's Dive Resort,Southern Leyte,Padre Burgos,"Lungsodaan, Padre Burgos, Southern Leyte",0917-791-0993,www.whaleofadive.com / www.petersdiveresort.com / info.petersdive@gmail.com / morrittpeterpdc@yahoo.com,31-Oct-26
Region 8,Resort,DOT-R08-RES-00024-2021,Sogod Bay Scuba Resort,Southern Leyte,Padre Burgos,"Brgy. Lungsodaan, Padre Burgos, Southern Leyte",0915-520-7274,info@sogodbayscubaresort.com,31-Oct-25
Region 8,Resort,DOT-RO8-RES-00103-2021,South of Leyte Dive Resort,Southern Leyte,Macrohon,"Brgy. San Roque, Macrohon, Southern, Leyte",921 663 1592,g_mosch@yahoo.com/info@leyte-divers.com,31-Oct-25
Region 8,Resort,DOT-R08-RES-00363-2023,Malipayon Shores Incorporated,Southern Leyte,Libagon,"Jubas, Libagon, Southern Leyte",09178331380/ 09362084958,malipayonshoresresort@gmail.com,31-Oct-25
Region 8,Resort,DOT-RO8-RES-00099-2021,Blue Deep Resort,Southern Leyte,Padre Burgos,"Brgy. Cantatung Padre Burgos, Southern Leyte",9661489546,bluedeepresort14@yahoo.com,31-Oct-26
Region 8,Resort,DOT-RO8-RES-00729-2024,Layao Beach Resort,Samar,Marabut,Brgy. San Roque Marabut Samar,9171330373,layaobeachresort@gmail.com,31-Oct-26
Region 8,Resort,DOT-RO8-RES-00759-2024,Mondejares Puertes Resort,Western Samar,Calbayog City,"Brgy. Saljag, Calbayog City, Samar",0917 638 4720,mondejarespuertes.com/ mondejares_puertes@yahoo.com,31-Oct-26
Region 8,Resort,DOT-R08-RES-00320-2023,Seashore Spring Beach Resort,Northern Samar,San Antonio,"Oraldino St., Brgy. Ward III (Pob.,),San Antonio, Northern Samar",9952511484,pablotanresulta2021@gmail.com,31-Oct-26
,,,,,,,,,
,,,,,,,,pabloresulta30@gmail.com,
Region 8,Resort,DOT-R08-RES-00663-2024,White Beach Langtaran Corp.,Northern Samar,Catarman,"National Road, Brgy UEP , Catarman N. Samar",9157672943,langtaran2024@gmail.com / langtaran_grove@yahoo.com,31-Oct-26
Region 8,Mabuhay Accommodation,DOT-RO8-MAB-00746-2024,TALAHID BEACH RESORT,Biliran,Almeria,"Lower Agta, Talahid, Almeria, Biliran",0917-956-5761 / 09178269321,sheenaabrea@gmail.com,31-Oct-26
Region 8,Mabuhay Accommodation,DOT-RO8MAB-00698-2024,Corals Beach Resort,Leyte,Baybay City,"Maitum, Baybay City,Leyte",9173090454,coralsbeachresort@gmail.com,31-Oct-26
Region 8,Mabuhay Accommodation,DOT-RO8-MAB-00747-2024,Jeamco Royal Hotel Inc.,Leyte,Baybay City,"Zone 10, Rizal Boulevard, Baybay City, Leyte",09163491344 / 0917 717 6254,baybayhotel@yahoo.com.ph/ thiaang_333@yahoo.com,31-Oct-26
Region 8,Mabuhay Accommodation,DOT-RO8-MAB-00727-2024,La Patria Inn,Leyte,Baybay City,"30 De Deciembre Street , Poblacion Zone 7 , Baybay City",9106352369,baybaylapatria@gmail.com,31-Oct-26
Region 8,Mabuhay Accommodation,DOT-RO8- MAB-00368-2023,Vismin GV Hotel Inc.,Leyte,Baybay City,"A. Bonifacio St., Brgy., Poblacion Zone 5, Baybay City,Leyte",9176321489,baybay@gvhotels.com.ph,31-Oct-25
Region 8,Mabuhay Accommodation,DOT-RO8-MAB-00677-2024,Camp Bryztoff Resort,Leyte,Dulag,Brgy. Rizal Dulag Leyte,9458863865,campbryztoff@yahoo.com,31-Oct-26
Region 8,Mabuhay Accommodation,DOT-RO8-MAB-00376-2023,Vismin Gv Hotel Ormoc City,Leyte,Ormoc City,"Real Corner Solido St., Ormoc City, Leyte",561-3068 / 09176321352/ 09071173916,ormoc@gvhotels.com.ph / talktous@gvhotels.com.ph,31-Oct-25
Region 8,Mabuhay Accommodation,DOT-RO8-MAB-00387-2023,Bayview Inn,Leyte,Ormoc City,"Brgy. Batuan, Ormoc City, Leyte",0999-992-1857 / (053) 255-5908,paying_tan@yahoo.com,31-Oct-25
Region 8,Mabuhay Accommodation,DOT-R08-MAB-00648-2024,Dancels Properties & Development Corporation,Leyte,Ormoc City,"Brgy. Macabug, Ormoc City","09856260322, 09672163058",samuelggloria@gmail.com,31-Oct-25
Region 8,Mabuhay Accommodation,DOT-R08-MAB-00035-2023,Peach Tree Lodge,Leyte,Ormoc City,"Real St., District 5, Ormoc City",0949-373-8142 / (053) 560 - 8852,peachtree17@yahoo.com,31-Oct-25
Region 8,Mabuhay Accommodation,DOT-RO8-MAB-00701-2024,Piña Suites Inc.,Leyte,Ormoc City,"Tribeca Bldg., Rizal St., District 21, Ormoc City, Leyte",(053) 255-4066 / 0939-881-3247 / 0975-465-0368,pinasuitesreservations@gmail.com,31-Oct-26
Region 8,Mabuhay Accommodation,DOT-R08-MAB-00665-2024,Asia Novo Boutique Hotel - Ormoc,Leyte,Ormoc City,"Mabini St., District 5, Ormoc City, Leyte",0977 885 8000 / 8320118,catbaloganhotel2020@gmail.com,31-Oct-26
Region 8,Mabuhay Accommodation,DOT-R08-MAB-00391-2024,Pedro's Place,Leyte,Ormoc City,"Corner Aviles & San Pablo St. Ormoc City, Leyte",09563901838 / 09478798080,pedrosplace@yahoo.com,31-Oct-25
Region 8,Mabuhay Accommodation,DOT-R08-MAB-00646-2024,IALodge,Leyte,Ormoc City,"Bonifacio St., District 2, Ormoc City, Leyte",053 561 - 0088/ 09171469439,info@ialodge.ph,31-Oct-25
Region 8,Mabuhay Accommodation,DOT-R08-MAB-00345-2023,Asia Stars Hotel Corporation,Leyte,Tacloban City,"P. Zamora St., Tacloban City",0977-117-7415,asiastarshotel@gmail.com/ asiastarshotel94@gmail.com,31-Oct-25
Region 8,Mabuhay Accommodation,MAB-RO8-00327-2023,Avenue Hotel,Leyte,Tacloban City,"Brgy. 78 Marasbaras, Tacloban City",09667954050 /09164062564,hotelelranilo70@gmail.com,31-Oct-25
Region 8,Mabuhay Accommodation,DOT-RO8-MAB-00738-2025,Hotel Rodolfo,Leyte,Tacloban City,"Duptours Compound, Sto. Niño St. Bgy.24, Tacloban City",9985625578,hotelrodolfo@gmail.com,31-Oct-26
,,,,,,,,hotelrodolfo2023@gmail.com,
Region 8,Mabuhay Accommodation,DOT-R08-MAB-00644-2024,Basic Rooms Hotel,Leyte,Tacloban City,"Real St. Corner Mangga Road, Sagkahan, Tacloban City",9477982533/09153063283,basicroomshotel2015@gmail.com,31-Oct-25
Region 8,Mabuhay Accommodation,DOT-R08-MAB-00719-2024,Milka Hotel,Leyte,Tacloban City,"New Bus Terminal, Abucay, Tacloban City, Leyte",(053) 839-5694 / 09178417767,milkahotel2024@gmail.com / gosycorobert@yahoo.com,31-Oct-26
Region 8,Mabuhay Accommodation,DOT-RO8-MAB-00041-2023,The Loft Hotel,Leyte,Tacloban City,"Bgy. 78, Jiboren Ville, Marasbaras, Tacloban City",(053) 832-4911 / 09453567292,thelofthotel2015@gmail.com / theloft_hotel@yahoo.com,31-Oct-25
Region 8,Mabuhay Accommodation,DOT-R08-MAB-00042-2021,Hotel Consuelo,Leyte,Tacloban City,"Brgy. 46 Avenida Veteranos, Tacloban City",09176283588/09199133588/09255843588,hotelconsuelotac@gmail.com,31-Oct-25
Region 8,Mabuhay Accommodation,DOT-R08-MAB-00371-2023,Vismin Gv Hotel Tacloban City,Leyte,Tacloban City,"Avenida Veteranos Corner Juan Luna St. Tacloban City, Leyte",523-0267 / 09176321401,tacloban@gvhotels.com.ph / talktous@gvhotels.com.ph,31-Oct-25
Region 8,Mabuhay Accommodation,DOT-R08-MAB-000343-2023,Madison Park Hotel Inc.,Leyte,Tacloban City,"Manlurip Road, San Jose, Tacloban City",09171368636/09399040863,madisonparkhotel@gmail.com,31-Oct-25
Region 8,Mabuhay Accommodation,DOT-RO8-MAB-00354-2023,Tacloban Plaza Hotel,Leyte,Tacloban City,"Brgy. 15 Justice Romualdez St., Tacloban City, Leyte",325 - 5850/ 0915 575 9962 / 09175934429,taclobanplazahotel@gmail.com,31-Oct-25
Region 8,Mabuhay Accommodation,DOT-R08-MAB-00702-2024,Hacasi Hotel,Leyte,Tacloban City,"Rizal Avenue Corner Tarcela St., Tacloban City, Leyte",(053) 888 - 3937 / 0917 110 1297,hacasihotel@yahoo.com,31-Oct-26
Region 8,Mabuhay Accommodation,DOT-RO8-MAB-00346-2023,Hotel Dulcet,Leyte,Tacloban City,"161 Sto. Niño St., Downtown, Tacloban City, Leyte",(0933) 475 6246,jeanessaphine_17@yahoo.com,31-Oct-25
Region 8,Mabuhay Accommodation,DOT-R08-MAB-00322-2023,Eavesdrop Hotel,Leyte,Tacloban City,"Brgy. 84, Manlurip, San Jose, Tacloban City",9958936580,alexiccana@gmail.com,31-Oct-25
Region 8,Mabuhay Accommodation,DOT-RO8-MAB-00748-2024,Rosvenil Hotel,Leyte,Tacloban City,"302 P. Burgos Street, Tacloban City",9178304757,rosvenilhotel@gmail.com,31-Oct-26
Region 8,Mabuhay Accommodation,DOT-RO8-MAB-00657-2024,Be Hotel and Restaurant,Leyte,Tacloban City,Barangay 91 (Abucay) PUROK 2,09152679031/09289818646/,behoteltacloban@gmail.com,31-Oct-26
,,,,,,",QUEZON BLVD. (SERGIO",9175220038,,
,,,,,,OSMEÑA AVE) Tacloban City,,,
Region 8,Mabuhay Accommodation,DOT-RO8-MAB-00372-2023,GT-C Apartelle,Leyte,Tacloban City,"GTC Commercial Complex, Brgy. 97 Cabalawan,",9533956683,gtcapartelle@gmail.com,31-Oct-25
,,,,,,Tacloban City,,,
Region 8,Mabuhay Accommodation,DOT-R08-MAB-00356-2023,"LSMPC HOTEL, RESTO & CATERING SERVICES",Southern Leyte,Liloan,"POBLACION, LILOAN, SOUTHERN LEYTE",9089259074,mpcleytesouth@gmail.com,31-Oct-25
Region 8,Mabuhay Accommodation,DOT-R08-MAB-00369-2023,Vismin GV Hotel Inc,Southern Leyte,Maasin City,"Tomas Oppus St., Brgy. Abgao, Maasin City",9176321374,maasin@gvhotels.com.ph,31-Oct-25
Region 8,Mabuhay Accommodation,DOT-R08-MAB-00338-2023,Satomi Swimming Pool,Southern Leyte,Padre Burgos,"Buenavista, Padre Burgos, Southern Leyte",9178780725,jessicagrava2021@gmail.com,31-Oct-25
Region 8,Mabuhay Accommodation,DOT-R08-MAB-00064-2021,Tops Lodging House,Southern Leyte,San Juan,"Esacano St., Sto. Nino (Pob.), San Juan, Southern Leyte",09178250995/053 5772412,a41contreras@yahoo.com,31-Oct-25
Region 8,Mabuhay Accommodation,DOT-R08-MAB-00370-2023,Vismin GV Hotel Inc - Sogod,Southern Leyte,Sogod,"L. Regis St. Corner Bagares St., Zone V (Pob.), Sogod, Southern Leyte",(053) 577-8125 / 0917 632 1422,sogod@gvhotels.com.ph / talktous@gvhotels.com.ph / www.gvhotels.com.ph,31-Oct-25
Region 8,Mabuhay Accommodation,DOT-R08-MAB-00333-2023,Kissbone Cove Clubhouse and Beach Resort,Southern Leyte,Saint Bernard,"National Road Purok 1, Magbagacay, Saint Bernard, Southern Leyte",9654886575,Kissbonecove.info@gmail.com,31-Oct-25
,,,,,,,,,
Region 8,Mabuhay Accommodation,DOT-R08-MAB-00387-2023,A and L Motel Villas,Southern Leyte,Tangkaan,"Brgy. Tangkaan, Padre Burgos, Southern Leyte",9395972330,aandlmotelvillas14@gmail.com,31-Oct-25
Region 8,Mabuhay Accommodation,DOT-RO8-MAB-00355-2023,Son-J Lodge,Samar,Calbayog City,"Beside Magsaysay Boulevard Extension, Phase 3, Narcissa Hills Subdivision, Brgy. Rawis, Calbayog City",9954076051,jasonsaldana@yahoo.com,31-Oct-25
Region 8,Mabuhay Accommodation,DOT-RO8-MAB- 00737-2024,Cassa de Caranzo Pension House,Samar,Calbayog City,"Casa de CaranzoBldg., Fulgencio Subd. Brgy. Dagum Pk 8 Calbayog City",9098602677,casadecaranzo@gmail.com,31-Oct-26
Region 8,Mabuhay Accommodation,DOT-RO8-MAB-00758-2024,3 Gems Pension House,Samar,Calbayog City,"750 J.P.R Subdivision, Brgy. Obrero, Calbayog City, Samar",9168569744,3gemspension@gmail.com,31-Oct-26
